"No.","Time","Source","Destination","Protocol","Length","Info","MAC src","MAC dst"
"1438","36.285538004","54.176.38.145","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"1439","36.290740555","99.99.99.99","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1440","36.291087952","127.127.127.0","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"1441","36.343887956","78.78.78.78","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"1442","36.381867605","14.116.109.230","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"1443","36.394740625","172.255.1.2","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1444","36.424957612","210.219.146.136","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1445","36.445023844","99.99.99.99","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"1448","36.458368149","99.99.99.99","127.0.0.53","DNS","72","Standard query 0x0000 A google.com","00:00:00_00:00:00",""
"1449","36.482768622","209.123.23.89","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"1450","36.483498208","29.226.146.96","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"1451","36.493448502","142.2.250.142","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1452","36.498606934","242.52.229.199","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"1453","36.506669902","93.56.233.99","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1455","36.579429504","78.78.78.78","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1456","36.594721711","215.205.42.65","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"1457","36.610539670","44.58.39.98","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"1458","36.617301175","6.101.150.242","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"1459","36.618223756","246.115.180.24","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1462","36.644824880","99.99.99.99","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"1463","36.708028566","12.34.56.78","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1464","36.715027416","240.1.85.180","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1465","36.741867681","78.87.87.87","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1466","36.759963410","243.3.17.225","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1469","36.819606090","172.255.1.2","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"1470","36.840211473","78.78.78.78","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1471","36.856750850","78.87.87.87","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1474","36.887846868","12.34.56.78","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1475","36.889195309","78.87.87.87","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1476","36.890731882","127.127.127.0","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.org","00:00:00_00:00:00",""
"1480","36.920143094","97.25.62.179","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1481","36.929249973","99.99.99.99","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1482","36.946433959","12.34.56.78","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1483","36.947116967","78.87.87.87","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1484","36.954558150","99.99.99.99","127.0.0.53","DNS","72","Standard query 0x0000 A google.com","00:00:00_00:00:00",""
"1485","36.983591582","12.34.56.78","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"1486","36.988050446","26.253.167.244","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1487","36.990111143","76.117.121.167","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1488","36.997529555","127.127.255.255","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"1489","37.002224223","235.4.65.151","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"1490","37.015947109","127.127.127.0","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1491","37.016991685","52.168.25.22","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"1492","37.070360310","83.252.34.145","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"1493","37.166206323","12.34.56.78","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1494","37.197831453","127.127.127.0","127.0.0.53","DNS","73","Standard query 0x0000 A twitter.com","00:00:00_00:00:00",""
"1495","37.205296867","15.82.124.50","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1497","37.256075703","78.87.87.87","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1498","37.276344041","61.249.97.170","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"1499","37.279372215","223.68.26.48","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1500","37.321344017","186.232.142.101","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"1501","37.331629707","32.12.79.179","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"1502","37.356709284","78.78.78.78","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1505","37.373579756","107.192.138.5","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1506","37.396139369","16.26.204.87","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"1507","37.425211944","204.86.33.181","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1508","37.435069700","99.99.99.99","127.0.0.53","DNS","73","Standard query 0x0000 A twitter.com","00:00:00_00:00:00",""
"1509","37.454874558","118.119.104.129","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"1510","37.465066989","99.99.99.99","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"1511","37.476839538","240.102.173.221","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1512","37.495271847","12.34.56.78","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"1513","37.510291235","35.198.156.3","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"1514","37.537531405","2.172.186.57","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.org","00:00:00_00:00:00",""
"1515","37.543471224","127.127.255.255","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1516","37.544989662","78.87.87.87","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"1517","37.582179074","153.0.52.77","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1518","37.585141671","230.210.212.203","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1519","37.601539230","172.255.1.2","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"1520","37.617993368","213.175.206.136","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1521","37.667269420","181.147.216.116","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1522","37.711211727","165.91.182.205","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"1523","37.751307715","81.204.103.48","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1524","37.764525377","222.193.83.113","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1525","37.778722449","22.29.92.67","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"1526","37.818844765","212.199.104.49","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"1527","37.824892943","128.59.221.54","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1528","37.857014367","99.99.99.99","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"1529","37.858881629","63.22.46.56","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"1530","37.873903314","143.237.25.88","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"1531","37.874346670","61.151.10.70","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1532","37.881715971","116.116.120.148","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1533","37.882185785","136.148.216.154","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"1534","37.905481842","172.255.1.2","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.org","00:00:00_00:00:00",""
"1535","37.905894401","233.76.84.110","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1536","37.910072567","85.133.4.128","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1537","37.914141297","127.127.255.255","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"1538","37.919307714","78.87.87.87","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"1539","37.986205908","3.138.89.15","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"1540","38.034259893","127.127.127.0","127.0.0.53","DNS","72","Standard query 0x0000 A google.com","00:00:00_00:00:00",""
"1541","38.078319580","12.34.56.78","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"1542","38.120744569","127.127.255.255","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1543","38.126717628","6.228.234.207","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"1544","38.140411287","245.126.199.110","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"1545","38.158958620","47.161.173.198","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"1546","38.178959242","172.255.1.2","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"1547","38.216610629","78.78.78.78","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1548","38.279221840","207.225.224.48","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1549","38.312337715","192.0.18.34","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"1550","38.313828644","164.96.164.22","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1551","38.327948874","151.16.204.247","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"1552","38.343118301","172.255.1.2","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1553","38.354203572","11.109.83.228","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"1554","38.363216219","70.240.44.137","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1555","38.380878444","78.87.87.87","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.org","00:00:00_00:00:00",""
"1556","38.381887850","78.78.78.78","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"1557","38.387080166","78.78.78.78","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1558","38.403880687","12.34.56.78","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"1559","38.441346003","192.168.127.127","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1560","38.472783010","254.232.244.89","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"1561","38.473253232","235.224.134.83","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1562","38.475379535","127.127.127.0","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"1563","38.499944056","192.168.127.127","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1564","38.507918414","31.128.85.238","127.0.0.53","DNS","73","Standard query 0x0000 A twitter.com","00:00:00_00:00:00",""
"1565","38.508233616","188.253.227.62","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1566","38.510267136","132.64.47.107","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.org","00:00:00_00:00:00",""
"1567","38.572548370","46.193.31.126","127.0.0.53","DNS","72","Standard query 0x0000 A google.com","00:00:00_00:00:00",""
"1568","38.582364851","2.39.74.146","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1569","38.606252540","139.153.115.197","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1570","38.626347281","54.60.8.58","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"1571","38.671586672","78.78.78.78","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1572","38.724794068","127.127.127.0","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1573","38.749097749","78.87.87.87","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1574","38.766307352","127.127.127.0","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"1575","38.789671425","20.102.148.88","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1576","38.804485103","127.127.127.0","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"1577","38.840779861","78.87.87.87","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1578","38.850372413","192.168.127.127","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"1579","38.867647574","5.46.154.35","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"1580","38.887499210","172.255.1.2","127.0.0.53","DNS","72","Standard query 0x0000 A google.com","00:00:00_00:00:00",""
"1581","38.910307244","131.37.156.193","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1582","38.925817254","127.127.127.0","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"1583","38.943912730","12.34.56.78","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"1585","38.975269889","172.255.1.2","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"1586","38.981187936","12.34.56.78","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"1587","38.986315760","127.127.255.255","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1588","39.000858373","31.79.150.95","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1589","39.020104532","187.110.30.213","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1590","39.026882441","192.168.127.127","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"1591","39.070189989","99.99.99.99","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"1592","39.096485994","192.168.127.127","127.0.0.53","DNS","73","Standard query 0x0000 A twitter.com","00:00:00_00:00:00",""
"1593","39.113969051","78.87.87.87","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1594","39.117655539","125.9.29.91","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1595","39.145626276","241.242.50.217","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.org","00:00:00_00:00:00",""
"1596","39.158361720","192.168.127.127","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1597","39.166063059","192.168.127.127","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.org","00:00:00_00:00:00",""
"1598","39.180525232","133.145.160.80","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.org","00:00:00_00:00:00",""
"1599","39.201593237","99.99.99.99","127.0.0.53","DNS","72","Standard query 0x0000 A google.com","00:00:00_00:00:00",""
"1600","39.209175847","78.87.87.87","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1604","39.294230185","172.255.1.2","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1605","39.355869314","117.40.142.96","127.0.0.53","DNS","72","Standard query 0x0000 A google.com","00:00:00_00:00:00",""
"1606","39.380095372","78.87.87.87","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1607","39.397451251","127.127.255.255","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1608","39.398210963","99.99.99.99","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"1609","39.406927092","78.87.87.87","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1610","39.419381854","78.78.78.78","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"1611","39.461752019","1.215.238.169","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1612","39.463146043","99.99.99.99","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"1613","39.470003253","149.20.213.91","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1614","39.521486510","99.99.99.99","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.org","00:00:00_00:00:00",""
"1615","39.522005553","192.168.127.127","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1616","39.525383034","12.34.56.78","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.org","00:00:00_00:00:00",""
"1617","39.538101184","172.255.1.2","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"1618","39.548551007","127.127.127.0","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1621","39.561256979","192.168.127.127","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"1622","39.577412604","78.87.87.87","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1623","39.588912682","183.208.249.124","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"1625","39.618662796","78.78.78.78","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1628","39.634143594","12.34.56.78","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"1629","39.727292876","78.87.87.87","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"1630","39.747534862","192.168.127.127","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1631","39.770816071","172.255.1.2","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1632","39.781700112","99.99.99.99","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"1633","39.797254816","166.123.228.110","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"1634","39.814487799","127.127.127.0","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"1635","39.822578219","12.34.56.78","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"1636","39.843926212","170.177.163.99","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1637","39.844207484","12.34.56.78","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"1638","39.855103733","192.168.127.127","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"1639","39.859689564","99.99.99.99","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1640","39.906676100","192.168.127.127","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"1645","39.961589553","73.115.254.249","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"1646","40.004002381","12.34.56.78","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"1647","40.018973631","33.93.150.95","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1648","40.048492400","172.255.1.2","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1649","40.048900162","120.240.97.13","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.org","00:00:00_00:00:00",""
"1650","40.096658037","12.34.56.78","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"1651","40.102610302","78.87.87.87","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"1652","40.121738961","172.255.1.2","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1653","40.124319424","192.168.127.127","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"1654","40.136957211","12.34.56.78","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"1655","40.139044782","99.99.99.99","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"1656","40.141659407","127.127.255.255","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1657","40.151168314","172.255.1.2","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1658","40.153072384","75.15.186.44","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1659","40.158026883","127.127.255.255","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1660","40.175614843","106.151.14.115","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1661","40.181883387","99.99.99.99","127.0.0.53","DNS","73","Standard query 0x0000 A twitter.com","00:00:00_00:00:00",""
"1662","40.187560689","238.211.225.77","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1663","40.223904068","78.78.78.78","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1664","40.275131523","172.255.1.2","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"1665","40.343128566","78.78.78.78","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"1666","40.416146594","34.241.175.205","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"1667","40.445260198","88.24.188.49","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1668","40.470598293","127.127.127.0","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1669","40.486715862","127.127.127.0","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1670","40.504229639","172.255.1.2","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1673","40.552404237","114.130.117.127","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"1674","40.593561659","192.168.127.127","127.0.0.53","DNS","72","Standard query 0x0000 A google.com","00:00:00_00:00:00",""
"1675","40.600430529","190.182.221.154","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1676","40.600896988","220.245.125.160","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1677","40.615449652","99.99.99.99","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"1678","40.625730607","78.78.78.78","127.0.0.53","DNS","72","Standard query 0x0000 A google.com","00:00:00_00:00:00",""
"1679","40.627790279","161.158.90.93","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1680","40.640707255","62.59.251.234","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1681","40.653468729","192.168.127.127","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"1682","40.660880682","127.127.127.0","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"1683","40.671206464","188.100.202.46","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1684","40.673230609","172.255.1.2","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1685","40.691141784","87.89.68.142","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1686","40.700051520","78.78.78.78","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"1687","40.707733467","199.91.226.203","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
